pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
PflaKGBHm	OZ251425.1	8300001	8350000	0.0055322396032048	41936	232	41936	0
PflaHELAf	OZ251425.1	8300001	8350000	0.0064860740175505	41936	272	41936	0
PflaKGBDf	OZ251425.1	8300001	8350000	0.0061045402518122	41936	256	41936	0
PflaKGBHm	OZ251425.1	8350001	8400000	0.0054581410678971	37925	207	37925	17
PflaHELEm	OZ251425.1	8350001	8400000	0.0071688366454061	37942	272	37942	0
PflaKGBDf	OZ251425.1	8350001	8400000	0.0044014548521427	37942	167	37942	0
PflaHELAf	OZ251425.1	8350001	8400000	0.0052108130984499	37806	197	37806	136
PflaKGBHm	OZ251425.1	8400001	8450000	0.0028213797890682	44659	126	44659	0
PflaHELEm	OZ251425.1	8400001	8450000	0.0063593004769475	44659	284	44659	0
PflaKGBDf	OZ251425.1	8400001	8450000	0.0039185830403726	44659	175	44659	0
PflaHELAf	OZ251425.1	8400001	8450000	0.0054188405472581	44659	242	44659	0
PflaKGBHm	OZ251425.1	8450001	8500000	0.0042789560410354	37626	161	37626	0
PflaHELAf	OZ251425.1	8450001	8500000	0.0046604527296937	37550	175	37550	76
PflaHELEm	OZ251425.1	8450001	8500000	0.0055812470100462	37626	210	37626	0
PflaKGBDf	OZ251425.1	8450001	8500000	0.0030298198054536	37626	114	37626	0
PflaHELAf	OZ251425.1	8500001	8550000	0.0054665649631324	39330	215	39330	0
PflaKGBDf	OZ251425.1	8500001	8550000	0.0045003813882532	39330	177	39330	0
PflaKGBHm	OZ251425.1	8500001	8550000	0.0052885837782862	39330	208	39330	0
PflaHELEm	OZ251425.1	8500001	8550000	0.0055428426137808	39330	218	39330	0
PflaKGBHm	OZ251425.1	8550001	8600000	0.004522203276744	40467	183	40467	0
PflaHELEm	OZ251425.1	8550001	8600000	0.0067215261818271	40467	272	40467	0
PflaKGBDf	OZ251425.1	8550001	8600000	0.0055600859959967	40467	225	40467	0
PflaHELAf	OZ251425.1	8550001	8600000	0.0039538389304865	40467	160	40467	0
PflaKGBHm	OZ251425.1	8600001	8650000	0.0057530838602674	38588	222	38588	0
PflaHELAf	OZ251425.1	8600001	8650000	0.0066601015859852	38588	257	38588	0
PflaHELEm	OZ251425.1	8600001	8650000	0.0090183476728516	38588	348	38588	0
PflaKGBDf	OZ251425.1	8600001	8650000	0.0070488234684357	38588	272	38588	0
PflaKGBHm	OZ251425.1	8650001	8700000	0.0037924718144526	38761	147	38761	62
PflaHELEm	OZ251425.1	8650001	8700000	0.0068258506555392	38823	265	38823	0
PflaKGBDf	OZ251425.1	8650001	8700000	0.003760657342297	38823	146	38823	0
PflaHELAf	OZ251425.1	8650001	8700000	0.0036576256342889	38823	142	38823	0
PflaKGBDf	OZ251425.1	8700001	8750000	0.0001876040616279	42643	8	42643	0
PflaHELEm	OZ251425.1	8700001	8750000	0.0049480571254367	42643	211	42643	0
PflaHELAf	OZ251425.1	8700001	8750000	0.0003048566001453	42643	13	42643	0
PflaKGBHm	OZ251425.1	8700001	8750000	0.0005159111694768	42643	22	42643	0
PflaKGBHm	OZ251425.1	8750001	8800000	0.0034262913648783	46114	158	46114	0
PflaHELEm	OZ251425.1	8750001	8800000	0.0054430324847118	46114	251	46114	0
PflaKGBDf	OZ251425.1	8750001	8800000	0.0032311228694105	46114	149	46114	0
PflaHELAf	OZ251425.1	8750001	8800000	0.0026022466062367	46114	120	46114	0
PflaKGBDf	OZ251425.1	8800001	8850000	0.0051611396543671	42820	221	42820	0
PflaHELEm	OZ251425.1	8800001	8850000	0.0059318075665576	42820	254	42820	0
PflaHELAf	OZ251425.1	8800001	8850000	0.0024754787482484	42820	106	42820	0
PflaKGBHm	OZ251425.1	8800001	8850000	0.0044838860345632	42820	192	42820	0
PflaKGBDf	OZ251425.1	8850001	8900000	0.0041195455380336	38111	157	38111	0
PflaHELEm	OZ251425.1	8850001	8900000	0.0059562855868384	38111	227	38111	0
PflaKGBHm	OZ251425.1	8850001	8900000	0.0020466531972396	38111	78	38111	0
PflaHELAf	OZ251425.1	8850001	8900000	0.0023090446327831	38111	88	38111	0
PflaHELAf	OZ251425.1	8900001	8950000	0.0068873477753151	41961	289	41961	0
PflaKGBDf	OZ251425.1	8900001	8950000	0.003717737899478	41961	156	41961	0
PflaHELEm	OZ251425.1	8900001	8950000	0.0054574485832082	41961	229	41961	0
PflaKGBHm	OZ251425.1	8900001	8950000	0.0023116703605729	41961	97	41961	0
PflaHELAf	OZ251425.1	8950001	9000000	0.0039116482795774	42693	167	42693	0
PflaKGBDf	OZ251425.1	8950001	9000000	0.0016630360949101	42693	71	42693	0
PflaHELEm	OZ251425.1	8950001	9000000	0.0040521865411191	42693	173	42693	0
PflaKGBHm	OZ251425.1	8950001	9000000	0.0025062656641604	42693	107	42693	0
PflaKGBHm	OZ251425.1	9000001	9050000	0.0029732640352109	42714	127	42714	0
PflaHELEm	OZ251425.1	9000001	9050000	0.0078428618251627	42714	335	42714	0
PflaKGBDf	OZ251425.1	9000001	9050000	0.0065786393220021	42714	281	42714	0
PflaHELAf	OZ251425.1	9000001	9050000	0.0051271245961511	42714	219	42714	0
PflaHELAf	OZ251425.1	9050001	9100000	0.0045173251168498	38297	173	38297	0
PflaKGBDf	OZ251425.1	9050001	9100000	0.0044389899992166	38297	170	38297	0
PflaHELEm	OZ251425.1	9050001	9100000	0.0062929211165365	38297	241	38297	0
PflaKGBHm	OZ251425.1	9050001	9100000	0.004700107057994	38297	180	38297	0
PflaHELAf	OZ251425.1	9100001	9150000	0.0039874541078071	41129	164	41129	0
PflaKGBDf	OZ251425.1	9100001	9150000	0.0043035327870845	41129	177	41129	0
PflaHELEm	OZ251425.1	9100001	9150000	0.0059819083746717	41124	246	41124	5
PflaKGBHm	OZ251425.1	9100001	9150000	0.0025286294342191	41129	104	41129	0
PflaKGBHm	OZ251425.1	9150001	9200000	0.0050384963768115	35328	178	35328	0
PflaHELEm	OZ251425.1	9150001	9200000	0.008888134057971	35328	314	35328	0
PflaHELAf	OZ251425.1	9150001	9200000	0.0050951086956521	35328	180	35328	0
PflaKGBDf	OZ251425.1	9150001	9200000	0.0034816576086956	35328	123	35328	0
PflaKGBDf	OZ251425.1	9200001	9250000	0.0042262963070914	34309	145	34309	0
PflaKGBHm	OZ251425.1	9200001	9250000	0.0016322247806697	34309	56	34309	0
PflaHELEm	OZ251425.1	9200001	9250000	0.0053939005189806	34298	185	34298	11
PflaHELAf	OZ251425.1	9200001	9250000	0.0028272464950887	34309	97	34309	0
PflaKGBHm	OZ251425.1	9250001	9300000	0.0022719990678978	34331	78	34331	0
PflaHELEm	OZ251425.1	9250001	9300000	0.0059712796015263	34331	205	34331	0
PflaKGBDf	OZ251425.1	9250001	9300000	0.0054178439311409	34331	186	34331	0
PflaHELAf	OZ251425.1	9250001	9300000	0.0030002038973522	34331	103	34331	0
PflaKGBDf	OZ251425.1	9300001	9350000	0.0048842777334397	31325	153	31325	0
PflaHELAf	OZ251425.1	9300001	9350000	0.0025538707102952	31325	80	31325	0
PflaHELEm	OZ251425.1	9300001	9350000	0.0077893056664006	31325	244	31325	0
PflaKGBHm	OZ251425.1	9300001	9350000	0.0060015961691939	31325	188	31325	0
PflaKGBDf	OZ251425.1	9350001	9400000	0.0043979894905186	35016	154	35016	0
PflaHELEm	OZ251425.1	9350001	9400000	0.0074251770619145	35016	260	35016	0
PflaKGBHm	OZ251425.1	9350001	9400000	0.0027987205848754	35016	98	35016	0
PflaHELAf	OZ251425.1	9350001	9400000	0.00259881197167	35016	91	35016	0
PflaKGBHm	OZ251425.1	9400001	9450000	0.0049455449558143	37003	183	37003	14
PflaHELEm	OZ251425.1	9400001	9450000	0.0073479752546127	37017	272	37017	0
PflaKGBDf	OZ251425.1	9400001	9450000	0.002971607639733	37017	110	37017	0
PflaHELAf	OZ251425.1	9400001	9450000	0.0043493529999729	37017	161	37017	0
PflaKGBDf	OZ251425.1	9450001	9500000	0.0046545810877021	40820	190	40820	0
PflaHELEm	OZ251425.1	9450001	9500000	0.0084762371386575	40820	346	40820	0
PflaHELAf	OZ251425.1	9450001	9500000	0.005560999510044	40820	227	40820	0
PflaKGBHm	OZ251425.1	9450001	9500000	0.0061734443900048	40820	252	40820	0
PflaHELEm	OZ251425.1	9500001	9550000	0.0072690753449224	41821	304	41821	0
PflaKGBHm	OZ251425.1	9500001	9550000	0.0048301092752444	41821	202	41821	0
PflaHELAf	OZ251425.1	9500001	9550000	0.0037302725968436	41820	156	41820	1
PflaKGBDf	OZ251425.1	9500001	9550000	0.0050692235958011	41821	212	41821	0
PflaKGBHm	OZ251425.1	9550001	9600000	0.0030047040859049	40603	122	40603	0
PflaHELEm	OZ251425.1	9550001	9600000	0.0071177006625126	40603	289	40603	0
PflaKGBDf	OZ251425.1	9550001	9600000	0.0037435657463734	40603	152	40603	0
PflaHELAf	OZ251425.1	9550001	9600000	0.0050242592911853	40603	204	40603	0
PflaKGBHm	OZ251425.1	9600001	9650000	0.0026613761734249	41332	110	41332	0
PflaHELEm	OZ251425.1	9600001	9650000	0.0063873028162198	41332	264	41332	0
PflaHELAf	OZ251425.1	9600001	9650000	0.0033630117100551	41332	139	41332	0
PflaKGBDf	OZ251425.1	9600001	9650000	0.0019113519790961	41332	79	41332	0
PflaHELEm	OZ251425.1	9650001	9700000	0.007048910254679	37027	261	37027	0
PflaKGBHm	OZ251425.1	9650001	9700000	0.0047802954600696	37027	177	37027	0
PflaKGBDf	OZ251425.1	9650001	9700000	0.0039970832095497	37027	148	37027	0
PflaHELAf	OZ251425.1	9650001	9700000	0.0048073027790531	37027	178	37027	0
PflaKGBHm	OZ251425.1	9700001	9750000	0.0046172839506172	40500	187	40500	0
PflaHELAf	OZ251425.1	9700001	9750000	0.0050871734084061	40494	206	40494	6
PflaKGBDf	OZ251425.1	9700001	9750000	0.0053296975706494	40340	215	40340	160
PflaHELEm	OZ251425.1	9700001	9750000	0.008074074074074	40500	327	40500	0
PflaKGBHm	OZ251425.1	9750001	9800000	0.0057522123893805	42940	247	42940	0
PflaHELEm	OZ251425.1	9750001	9800000	0.0036824686524029	42906	158	42906	34
PflaKGBDf	OZ251425.1	9750001	9800000	0.0025850023288309	42940	111	42940	0
PflaHELAf	OZ251425.1	9750001	9800000	0.0054727526781555	42940	235	42940	0
PflaKGBHm	OZ251425.1	9800001	9850000	0.0039912050093207	41842	167	41842	0
PflaHELEm	OZ251425.1	9800001	9850000	0.0033937192294823	41842	142	41842	0
PflaKGBDf	OZ251425.1	9800001	9850000	0.0024377419817408	41842	102	41842	0
PflaHELAf	OZ251425.1	9800001	9850000	0.0040151044405143	41842	168	41842	0
PflaKGBHm	OZ251425.1	9850001	9900000	0.0036527860795643	30114	110	30114	0
PflaHELEm	OZ251425.1	9850001	9900000	0.004881450488145	30114	147	30114	0
PflaHELAf	OZ251425.1	9850001	9900000	0.0032875074716078	30114	99	30114	0
PflaKGBDf	OZ251425.1	9850001	9900000	0.000697350069735	30114	21	30114	0
PflaKGBDf	OZ251425.1	9900001	9950000	0.0003040129712201	39472	12	39472	0
PflaKGBHm	OZ251425.1	9900001	9950000	0.0007853668423186	39472	31	39472	0
PflaHELEm	OZ251425.1	9900001	9950000	0.0024321037697608	39472	96	39472	0
PflaHELAf	OZ251425.1	9900001	9950000	0.002077421970004	39472	82	39472	0
PflaHELEm	OZ251425.1	9950001	10000000	0.0041366521646102	42063	174	42063	0
PflaHELAf	OZ251425.1	9950001	10000000	0.0029955067398901	42063	126	42063	0
PflaKGBHm	OZ251425.1	9950001	10000000	0.00099850224663	42063	42	42063	0
PflaKGBDf	OZ251425.1	9950001	10000000	0.0023773863015001	42063	100	42063	0
PflaHELAf	OZ251425.1	10000001	10050000	0.0033505939689308	39396	132	39396	0
PflaKGBDf	OZ251425.1	10000001	10050000	0.0026652452025586	39396	105	39396	0
PflaHELEm	OZ251425.1	10000001	10050000	0.002386029038481	39396	94	39396	0
PflaKGBHm	OZ251425.1	10000001	10050000	0.001345314245101	39396	53	39396	0
PflaKGBHm	OZ251425.1	10050001	10100000	0.0023673872889513	38439	91	38439	0
PflaHELAf	OZ251425.1	10050001	10100000	0.0030697989021566	38439	118	38439	0
PflaKGBDf	OZ251425.1	10050001	10100000	0.0024974635136189	38439	96	38439	0
PflaHELEm	OZ251425.1	10050001	10100000	0.0022893415541507	38439	88	38439	0
PflaKGBDf	OZ251425.1	10100001	10150000	0.0038671689828098	40081	155	40081	8
PflaKGBHm	OZ251425.1	10100001	10150000	0.0036426236870337	40081	146	40081	8
PflaHELEm	OZ251425.1	10100001	10150000	0.002269949362668	40089	91	40089	0
PflaHELAf	OZ251425.1	10100001	10150000	0.0040160642570281	40089	161	40089	0
PflaKGBHm	OZ251425.1	10150001	10200000	0.0053586033787404	35457	190	35457	0
PflaHELEm	OZ251425.1	10150001	10200000	0.005922666892292	35457	210	35457	0
PflaKGBDf	OZ251425.1	10150001	10200000	0.0040894604732492	35457	145	35457	0
PflaHELAf	OZ251425.1	10150001	10200000	0.0043996954057026	35457	156	35457	0
PflaHELAf	OZ251425.1	10200001	10250000	0.0027721628645682	34630	96	34630	0
PflaHELEm	OZ251425.1	10200001	10250000	0.0057175859081721	34630	198	34630	0
PflaKGBHm	OZ251425.1	10200001	10250000	0.0043315044758879	34630	150	34630	0
PflaKGBDf	OZ251425.1	10200001	10250000	0.0047935316199826	34630	166	34630	0
PflaHELAf	OZ251425.1	10250001	10300000	0.0062772321098884	27082	170	27082	0
PflaKGBDf	OZ251425.1	10250001	10300000	0.0031755409497082	27082	86	27082	0
PflaHELEm	OZ251425.1	10250001	10300000	0.0101174211653496	27082	274	27082	0
PflaKGBHm	OZ251425.1	10250001	10300000	0.0055018093198434	27082	149	27082	0
PflaKGBHm	OZ251425.1	10300001	10350000	0.0063384433962264	40704	258	40704	8
PflaHELEm	OZ251425.1	10300001	10350000	0.0074179603065435	40712	302	40712	0
PflaKGBDf	OZ251425.1	10300001	10350000	0.0055266260561996	40712	225	40712	0
PflaHELAf	OZ251425.1	10300001	10350000	0.0063863234427195	40712	260	40712	0
PflaHELEm	OZ251425.1	10350001	10400000	0.0067872130977669	38602	262	38602	0
PflaKGBHm	OZ251425.1	10350001	10400000	0.001424796642661	38602	55	38602	0
PflaHELAf	OZ251425.1	10350001	10400000	0.0052587948810942	38602	203	38602	0
PflaKGBDf	OZ251425.1	10350001	10400000	0.0048184031915444	38602	186	38602	0
PflaKGBHm	OZ251425.1	10400001	10450000	0.002874396772237	37921	109	37921	0
PflaHELEm	OZ251425.1	10400001	10450000	0.0090451201181403	37921	343	37921	0
PflaKGBDf	OZ251425.1	10400001	10450000	0.0054850874185807	37921	208	37921	0
PflaHELAf	OZ251425.1	10400001	10450000	0.0045621159779541	37921	173	37921	0
PflaHELEm	OZ251425.1	10450001	10500000	0.0080274594474893	36126	290	36126	0
PflaKGBHm	OZ251425.1	10450001	10500000	0.0040967724076842	36126	148	36126	0
PflaKGBDf	OZ251425.1	10450001	10500000	0.0047889273356401	36125	173	36125	1
PflaHELAf	OZ251425.1	10450001	10500000	0.0061728395061728	36126	223	36126	0
PflaKGBHm	OZ251425.1	10500001	10550000	0.0059969246540235	39020	234	39020	0
PflaHELEm	OZ251425.1	10500001	10550000	0.0076883649410558	39020	300	39020	0
PflaHELAf	OZ251425.1	10500001	10550000	0.0047411583803177	39020	185	39020	0
PflaKGBDf	OZ251425.1	10500001	10550000	0.0063813429010763	39020	249	39020	0
PflaHELAf	OZ251425.1	10550001	10600000	0.0047155688622754	40080	189	40080	0
PflaKGBDf	OZ251425.1	10550001	10600000	0.0009730538922155	40080	39	40080	0
PflaHELEm	OZ251425.1	10550001	10600000	0.0055139720558882	40080	221	40080	0
PflaKGBHm	OZ251425.1	10550001	10600000	0.0033682634730538	40080	135	40080	0
PflaHELAf	OZ251425.1	10600001	10650000	0.0039329480323269	41699	164	41699	0
PflaKGBDf	OZ251425.1	10600001	10650000	0.0051080361639367	41699	213	41699	0
PflaHELEm	OZ251425.1	10600001	10650000	0.0076980263315667	41699	321	41699	0
PflaKGBHm	OZ251425.1	10600001	10650000	0.0043957627729336	41631	183	41631	68
PflaKGBHm	OZ251425.1	10650001	10700000	0.003605854210365	42431	153	42431	0
PflaHELEm	OZ251425.1	10650001	10700000	0.007423817491928	42431	315	42431	0
PflaHELAf	OZ251425.1	10650001	10700000	0.0042421814239588	42431	180	42431	0
PflaKGBDf	OZ251425.1	10650001	10700000	0.0046428318917772	42431	197	42431	0
PflaKGBDf	OZ251425.1	10700001	10750000	0.002703566249662	40687	110	40687	0
PflaKGBHm	OZ251425.1	10700001	10750000	0.001695873374788	40687	69	40687	0
PflaHELEm	OZ251425.1	10700001	10750000	0.0041536608744807	40687	169	40687	0
PflaHELAf	OZ251425.1	10700001	10750000	0.0031951237496006	40687	130	40687	0
PflaKGBHm	OZ251425.1	10750001	10800000	0.0012484394506866	37647	47	37647	0
PflaHELEm	OZ251425.1	10750001	10800000	0.0060031343798974	37647	226	37647	0
PflaKGBDf	OZ251425.1	10750001	10800000	0.000743770918557	37646	28	37646	1
PflaHELAf	OZ251425.1	10750001	10800000	0.003639068186044	37647	137	37647	0
PflaHELAf	OZ251425.1	10800001	10850000	0.003975514445122	44271	176	44271	0
PflaKGBDf	OZ251425.1	10800001	10850000	0.0037496329425583	44271	166	44271	0
PflaHELEm	OZ251425.1	10800001	10850000	0.0044046892999932	44271	195	44271	0
PflaKGBHm	OZ251425.1	10800001	10850000	0.004336924849224	44271	192	44271	0
PflaKGBDf	OZ251425.1	10850001	10900000	0.0020361661899452	41254	84	41254	3
PflaHELAf	OZ251425.1	10850001	10900000	0.003005550573236	41257	124	41257	0
PflaHELEm	OZ251425.1	10850001	10900000	0.0052597135031631	41257	217	41257	0
PflaKGBHm	OZ251425.1	10850001	10900000	0.0043871343044816	41257	181	41257	0
PflaKGBHm	OZ251425.1	10900001	10950000	0.0035386201724784	42672	151	42672	4
PflaHELEm	OZ251425.1	10900001	10950000	0.0049207985753116	42676	210	42676	0
PflaKGBDf	OZ251425.1	10900001	10950000	0.0024603992876558	42676	105	42676	0
PflaHELAf	OZ251425.1	10900001	10950000	0.0024838316618239	42676	106	42676	0
PflaKGBDf	OZ251425.1	10950001	11000000	0.0023255244669653	40851	95	40851	0
PflaHELAf	OZ251425.1	10950001	11000000	0.0033536510734131	40851	137	40851	0
PflaHELEm	OZ251425.1	10950001	11000000	0.0057770923600401	40851	236	40851	0
PflaKGBHm	OZ251425.1	10950001	11000000	0.0031822966390051	40851	130	40851	0
PflaHELAf	OZ251425.1	11000001	11050000	0.0026669732153121	43495	116	43495	0
PflaKGBDf	OZ251425.1	11000001	11050000	0.0017933095758133	43495	78	43495	0
PflaHELEm	OZ251425.1	11000001	11050000	0.0040694332681917	43495	177	43495	0
PflaKGBHm	OZ251425.1	11000001	11050000	0.0015404069433268	43495	67	43495	0
PflaKGBHm	OZ251425.1	11050001	11100000	0.0010792630892023	39842	43	39842	0
PflaHELAf	OZ251425.1	11050001	11100000	0.0012298579388584	39842	49	39842	0
PflaKGBDf	OZ251425.1	11050001	11100000	0.0034637684797068	39841	138	39841	1
PflaHELEm	OZ251425.1	11050001	11100000	0.0028613021434666	39842	114	39842	0
PflaKGBDf	OZ251425.1	11100001	11150000	0.0047602298041974	42645	203	42645	0
PflaHELEm	OZ251425.1	11100001	11150000	0.0064954859889787	42645	277	42645	0
PflaKGBHm	OZ251425.1	11100001	11150000	0.0046429827646851	42645	198	42645	0
PflaHELAf	OZ251425.1	11100001	11150000	0.0017352561847813	42645	74	42645	0
PflaHELAf	OZ251425.1	11150001	11200000	0.0034852985895066	42751	149	42751	0
PflaHELEm	OZ251425.1	11150001	11200000	0.0037893850436247	42751	162	42751	0
PflaKGBHm	OZ251425.1	11150001	11200000	0.0033449509952983	42751	143	42751	0
PflaKGBDf	OZ251425.1	11150001	11200000	0.0027601693527636	42751	118	42751	0
PflaHELAf	OZ251425.1	11200001	11250000	0.0028743961352657	41400	119	41400	0
PflaKGBHm	OZ251425.1	11200001	11250000	0.0026811594202898	41400	111	41400	0
PflaHELEm	OZ251425.1	11200001	11250000	0.0035748792270531	41400	148	41400	0
PflaKGBDf	OZ251425.1	11200001	11250000	0.0021014492753623	41400	87	41400	0
PflaHELAf	OZ251425.1	11250001	11300000	0.0034886154848012	42997	150	42997	0
PflaKGBDf	OZ251425.1	11250001	11300000	0.0048608042421564	42997	209	42997	0
PflaKGBHm	OZ251425.1	11250001	11300000	0.0033490708654092	42997	144	42997	0
PflaHELEm	OZ251425.1	11250001	11300000	0.0047910319324604	42997	206	42997	0
PflaKGBHm	OZ251425.1	11300001	11350000	0.0057482656095143	35315	203	35315	0
PflaHELEm	OZ251425.1	11300001	11350000	0.0032280900467223	35315	114	35315	0
PflaKGBDf	OZ251425.1	11300001	11350000	0.0043607532210109	35315	154	35315	0
PflaHELAf	OZ251425.1	11300001	11350000	0.0039076879512954	35315	138	35315	0
PflaKGBHm	OZ251425.1	11350001	11400000	0.0053786782440906	41460	223	41460	0
PflaHELAf	OZ251425.1	11350001	11400000	0.003159671972986	41460	131	41460	0
PflaKGBDf	OZ251425.1	11350001	11400000	0.0053786782440906	41460	223	41460	0
PflaHELEm	OZ251425.1	11350001	11400000	0.0058369512783405	41460	242	41460	0
PflaHELEm	OZ251425.1	11400001	11450000	0.0058339758416859	38910	227	38910	0
PflaHELAf	OZ251425.1	11400001	11450000	0.0030326394243125	38910	118	38910	0
PflaKGBHm	OZ251425.1	11400001	11450000	0.0049601644821382	38910	193	38910	0
PflaKGBDf	OZ251425.1	11400001	11450000	0.003598046774608	38910	140	38910	0
PflaKGBDf	OZ251425.1	11450001	11500000	0.0065908244261684	34897	230	34897	0
PflaHELEm	OZ251425.1	11450001	11500000	0.0061036765337994	34897	213	34897	0
PflaHELAf	OZ251425.1	11450001	11500000	0.0049005559695076	34894	171	34894	3
PflaKGBHm	OZ251425.1	11450001	11500000	0.0047568558901911	34897	166	34897	0
PflaKGBHm	OZ251425.1	11500001	11550000	0.0037874407308893	34588	131	34588	0
PflaHELEm	OZ251425.1	11500001	11550000	0.0049439111830692	34588	171	34588	0
PflaKGBDf	OZ251425.1	11500001	11550000	0.00465506274215	34586	161	34586	2
PflaHELAf	OZ251425.1	11500001	11550000	0.0039898230600208	34588	138	34588	0
PflaKGBHm	OZ251425.1	11550001	11600000	0.0034122791497105	39563	135	39563	0
PflaHELEm	OZ251425.1	11550001	11600000	0.0021737481990748	39563	86	39563	0
PflaKGBDf	OZ251425.1	11550001	11600000	0.0038419735611556	39563	152	39563	0
PflaHELAf	OZ251425.1	11550001	11600000	0.0005560891764824	39562	22	39562	1
PflaHELAf	OZ251425.1	11600001	11650000	0.0027787691837046	39226	109	39226	0
PflaKGBDf	OZ251425.1	11600001	11650000	0.0018355172589608	39226	72	39226	0
PflaHELEm	OZ251425.1	11600001	11650000	0.0032631417937082	39226	128	39226	0
PflaKGBHm	OZ251425.1	11600001	11650000	0.0022434099831744	39226	88	39226	0
PflaHELEm	OZ251425.1	11650001	11700000	0.005386318750374	16709	90	16709	0
PflaKGBDf	OZ251425.1	11650001	11700000	0.0046096743295019	16704	77	16704	5
PflaKGBHm	OZ251425.1	11650001	11700000	0.0049075348614519	16709	82	16709	0
PflaHELAf	OZ251425.1	11650001	11700000	0.0028727033335328	16709	48	16709	0
PflaHELAf	OZ251425.1	11700001	11750000	0.0027977007986164	39318	110	39318	0
PflaKGBDf	OZ251425.1	11700001	11750000	0.0030520372348542	39318	120	39318	0
PflaHELEm	OZ251425.1	11700001	11750000	0.0032046390965969	39318	126	39318	0
PflaKGBHm	OZ251425.1	11700001	11750000	0.002365328857012	39318	93	39318	0
PflaHELEm	OZ251425.1	11750001	11800000	0.005092960214671	36521	186	36521	0
PflaKGBHm	OZ251425.1	11750001	11800000	0.0041619889926343	36521	152	36521	0
PflaKGBDf	OZ251425.1	11750001	11800000	0.0047096191232441	36521	172	36521	0
PflaHELAf	OZ251425.1	11750001	11800000	0.003696503381616	36521	135	36521	0
PflaHELAf	OZ251425.1	11800001	11850000	0.0043352939797998	42673	185	42673	10
PflaKGBDf	OZ251425.1	11800001	11850000	0.0030710082753123	42657	131	42657	26
PflaHELEm	OZ251425.1	11800001	11850000	0.0057634186912822	42683	246	42683	0
PflaKGBHm	OZ251425.1	11800001	11850000	0.0048731345031979	42683	208	42683	0
PflaHELAf	OZ251425.1	11850001	11900000	0.0028752752234166	38605	111	38605	0
PflaKGBDf	OZ251425.1	11850001	11900000	0.003678280015542	38605	142	38605	0
PflaHELEm	OZ251425.1	11850001	11900000	0.005154772697837	38605	199	38605	0
PflaKGBHm	OZ251425.1	11850001	11900000	0.0007252946509519	38605	28	38605	0
PflaKGBHm	OZ251425.1	11900001	11950000	0.002282131661442	39875	91	39875	0
PflaHELEm	OZ251425.1	11900001	11950000	0.0065705329153605	39875	262	39875	0
PflaHELAf	OZ251425.1	11900001	11950000	0.0044137931034482	39875	176	39875	0
PflaKGBDf	OZ251425.1	11900001	11950000	0.0049404388714733	39875	197	39875	0
PflaHELAf	OZ251425.1	11950001	12000000	0.0056095460696272	40645	228	40645	0
PflaKGBDf	OZ251425.1	11950001	12000000	0.002730963218108	40645	111	40645	0
PflaHELEm	OZ251425.1	11950001	12000000	0.0062738344199778	40645	255	40645	0
PflaKGBHm	OZ251425.1	11950001	12000000	0.0042568897637795	40640	173	40640	5
PflaKGBHm	OZ251425.1	12000001	12050000	0.0043799772468714	35160	154	35160	0
PflaHELEm	OZ251425.1	12000001	12050000	0.0072525597269624	35160	255	35160	0
PflaHELAf	OZ251425.1	12000001	12050000	0.005716723549488	35160	201	35160	0
PflaKGBDf	OZ251425.1	12000001	12050000	0.0026450511945392	35160	93	35160	0
PflaHELAf	OZ251425.1	12050001	12100000	0.0048412718424569	39659	192	39659	0
PflaKGBDf	OZ251425.1	12050001	12100000	0.0046899820973801	39659	186	39659	0
PflaHELEm	OZ251425.1	12050001	12100000	0.0057742252704304	39659	229	39659	0
PflaKGBHm	OZ251425.1	12050001	12100000	0.0045386923523033	39659	180	39659	0
PflaHELAf	OZ251425.1	12100001	12150000	0.0056742244835752	42649	242	42649	0
PflaKGBDf	OZ251425.1	12100001	12150000	0.0063072991160402	42649	269	42649	0
PflaHELEm	OZ251425.1	12100001	12150000	0.0088864920631198	42649	379	42649	0
PflaKGBHm	OZ251425.1	12100001	12150000	0.0064479823676991	42649	275	42649	0
PflaHELAf	OZ251425.1	12150001	12200000	0.0075212364322793	33904	255	33904	0
PflaKGBDf	OZ251425.1	12150001	12200000	0.0081996224634261	33904	278	33904	0
PflaHELEm	OZ251425.1	12150001	12200000	0.0107067012741859	33904	363	33904	0
PflaKGBHm	OZ251425.1	12150001	12200000	0.0079636621047663	33904	270	33904	0
PflaKGBHm	OZ251425.1	12200001	12250000	0.0029766826525549	36282	108	36282	0
PflaHELEm	OZ251425.1	12200001	12250000	0.0066975359682487	36282	243	36282	0
PflaHELAf	OZ251425.1	12200001	12250000	0.0056501846645719	36282	205	36282	0
PflaKGBDf	OZ251425.1	12200001	12250000	0.0026735020120169	36282	97	36282	0
PflaHELAf	OZ251425.1	12250001	12300000	0.0045803897212949	38643	177	38643	0
PflaKGBDf	OZ251425.1	12250001	12300000	0.0012162931525283	38642	47	38642	1
PflaHELEm	OZ251425.1	12250001	12300000	0.0073493258804958	38643	284	38643	0
PflaKGBHm	OZ251425.1	12250001	12300000	0.0040628315606966	38643	157	38643	0
PflaHELEm	OZ251425.1	12300001	12350000	0.0041157158490745	42034	173	42034	0
PflaKGBHm	OZ251425.1	12300001	12350000	0.0013322548413189	42034	56	42034	0
