pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
PflaHELAf	OZ251426.1	10230001	10260000	0.0062766556691075	12427	78	12427	0
PflaKGBHm	OZ251426.1	10260001	10290000	0.0064412238325281	18630	120	18630	0
PflaHELEm	OZ251426.1	10260001	10290000	0.0101449275362318	18630	189	18630	0
PflaKGBDf	OZ251426.1	10260001	10290000	0.0068169618894256	18630	127	18630	0
PflaHELAf	OZ251426.1	10260001	10290000	0.0081588835212023	18630	152	18630	0
PflaHELAf	OZ251426.1	10290001	10320000	0.0076454764264476	14126	108	14126	0
PflaKGBDf	OZ251426.1	10290001	10320000	0.0067959790457312	14126	96	14126	0
PflaHELEm	OZ251426.1	10290001	10320000	0.0075038935296616	14126	106	14126	0
PflaKGBHm	OZ251426.1	10290001	10320000	0.0058756902166218	14126	83	14126	0
PflaKGBDf	OZ251426.1	10320001	10350000	0.00556525534701	18328	102	18328	8
PflaHELAf	OZ251426.1	10320001	10350000	0.0026723385689354	18336	49	18336	0
PflaHELEm	OZ251426.1	10320001	10350000	0.0069262652705061	18336	127	18336	0
PflaKGBHm	OZ251426.1	10320001	10350000	0.0031086387434554	18336	57	18336	0
PflaHELAf	OZ251426.1	10350001	10380000	0.0060995534255527	18362	112	18362	0
PflaKGBDf	OZ251426.1	10350001	10380000	0.0051737283520313	18362	95	18362	0
PflaHELEm	OZ251426.1	10350001	10380000	0.0086591874523472	18362	159	18362	0
PflaKGBHm	OZ251426.1	10350001	10380000	0.0074066005881712	18362	136	18362	0
PflaHELAf	OZ251426.1	10380001	10410000	0.0071114734791864	22077	157	22077	0
PflaKGBDf	OZ251426.1	10380001	10410000	0.0043484169044707	22077	96	22077	0
PflaKGBHm	OZ251426.1	10380001	10410000	0.0052090410834805	22077	115	22077	0
PflaHELEm	OZ251426.1	10380001	10410000	0.0064320333378629	22077	142	22077	0
PflaHELAf	OZ251426.1	10410001	10440000	0.0062627367165366	20119	126	20119	0
PflaKGBHm	OZ251426.1	10410001	10440000	0.0031313683582683	20119	63	20119	0
PflaHELEm	OZ251426.1	10410001	10440000	0.0090958795168745	20119	183	20119	0
PflaKGBDf	OZ251426.1	10410001	10440000	0.0052189472637805	20119	105	20119	0
PflaKGBHm	OZ251426.1	10440001	10470000	0.003107750823322	21559	67	21559	38
PflaHELEm	OZ251426.1	10440001	10470000	0.0075010418113626	21597	162	21597	0
PflaKGBDf	OZ251426.1	10440001	10470000	0.0046302727230633	21597	100	21597	0
PflaHELAf	OZ251426.1	10440001	10470000	0.0072695281752095	21597	157	21597	0
PflaKGBHm	OZ251426.1	10470001	10500000	0.0063687978276968	20255	129	20255	0
PflaHELEm	OZ251426.1	10470001	10500000	0.0070599851888422	20255	143	20255	0
PflaKGBDf	OZ251426.1	10470001	10500000	0.0058257220439397	20255	118	20255	0
PflaHELAf	OZ251426.1	10470001	10500000	0.0066156504566773	20255	134	20255	0
PflaHELAf	OZ251426.1	10500001	10530000	0.0043474760486273	12421	54	12421	0
PflaKGBDf	OZ251426.1	10500001	10530000	0.0045084936800579	12421	56	12421	0
PflaHELEm	OZ251426.1	10500001	10530000	0.0041891565294449	12413	52	12413	8
PflaKGBHm	OZ251426.1	10500001	10530000	0.0033008614443281	12421	41	12421	0
PflaHELAf	OZ251426.1	10530001	10560000	0.0015377088138673	14307	22	14307	0
PflaKGBHm	OZ251426.1	10530001	10560000	0.0064304186761725	14307	92	14307	0
PflaHELEm	OZ251426.1	10530001	10560000	0.0076186482141609	14307	109	14307	0
PflaKGBDf	OZ251426.1	10530001	10560000	0.0073390647934577	14307	105	14307	0
PflaKGBHm	OZ251426.1	10560001	10590000	0.0065645514223194	19194	126	19194	0
PflaHELEm	OZ251426.1	10560001	10590000	0.0056788579764509	19194	109	19194	0
PflaKGBDf	OZ251426.1	10560001	10590000	0.005314160675211	19194	102	19194	0
PflaHELAf	OZ251426.1	10560001	10590000	0.0002083984578514	19194	4	19194	0
PflaKGBHm	OZ251426.1	10590001	10620000	0.0048957755009337	19813	97	19813	0
PflaHELEm	OZ251426.1	10590001	10620000	0.0048453035885529	19813	96	19813	0
PflaHELAf	OZ251426.1	10590001	10620000	0.003785393428557	19813	75	19813	0
PflaKGBDf	OZ251426.1	10590001	10620000	0.006712764346641	19813	133	19813	0
PflaHELAf	OZ251426.1	10620001	10650000	0.0069974868181146	20293	142	20293	0
PflaKGBDf	OZ251426.1	10620001	10650000	0.0008377272951263	20293	17	20293	0
PflaHELEm	OZ251426.1	10620001	10650000	0.0073424333514019	20293	149	20293	0
PflaKGBHm	OZ251426.1	10620001	10650000	0.0006898930665746	20293	14	20293	0
PflaKGBHm	OZ251426.1	10650001	10680000	0.0004929022082018	20288	10	20288	0
PflaHELEm	OZ251426.1	10650001	10680000	0.0063584384858044	20288	129	20288	0
PflaKGBDf	OZ251426.1	10650001	10680000	0.0022180599369085	20288	45	20288	0
PflaHELAf	OZ251426.1	10650001	10680000	0.0055697949526813	20288	113	20288	0
PflaHELAf	OZ251426.1	10680001	10710000	0.0043171313931636	19689	85	19689	0
PflaKGBDf	OZ251426.1	10680001	10710000	0.00705977957235	19689	139	19689	0
PflaHELEm	OZ251426.1	10680001	10710000	0.0072121489156381	19689	142	19689	0
PflaKGBHm	OZ251426.1	10680001	10710000	0.0058414181947478	19687	115	19687	2
PflaHELEm	OZ251426.1	10710001	10740000	0.0075546903967371	21576	163	21576	0
PflaKGBHm	OZ251426.1	10710001	10740000	0.0069058212829069	21576	149	21576	0
PflaHELAf	OZ251426.1	10710001	10740000	0.0051446051167964	21576	111	21576	0
PflaKGBDf	OZ251426.1	10710001	10740000	0.0059325176121616	21576	128	21576	0
PflaKGBHm	OZ251426.1	10740001	10770000	0.0057443980250664	21064	121	21064	0
PflaHELEm	OZ251426.1	10740001	10770000	0.0040353209266995	21064	85	21064	0
PflaKGBDf	OZ251426.1	10740001	10770000	0.001993923281428	21064	42	21064	0
PflaHELAf	OZ251426.1	10740001	10770000	0.0025161412837067	21064	53	21064	0
PflaKGBHm	OZ251426.1	10770001	10800000	0.000751465357447	19961	15	19961	879
PflaHELAf	OZ251426.1	10770001	10800000	0.0029750479846449	20840	62	20840	0
PflaHELEm	OZ251426.1	10770001	10800000	0.0038387715930902	20840	80	20840	0
PflaKGBDf	OZ251426.1	10770001	10800000	0.0026391554702495	20840	55	20840	0
PflaHELAf	OZ251426.1	10800001	10830000	0.0026956560166158	22629	61	22629	0
PflaKGBDf	OZ251426.1	10800001	10830000	0.0024305095231782	22629	55	22629	0
PflaKGBHm	OZ251426.1	10800001	10830000	0.0029608025100534	22629	67	22629	0
PflaHELEm	OZ251426.1	10800001	10830000	0.0080427769676079	22629	182	22629	0
PflaKGBDf	OZ251426.1	10830001	10860000	0.0053812521020516	20813	112	20813	0
PflaHELEm	OZ251426.1	10830001	10860000	0.0100418007975784	20813	209	20813	0
PflaKGBHm	OZ251426.1	10830001	10860000	0.0031230480949406	20813	65	20813	0
PflaHELAf	OZ251426.1	10830001	10860000	0.0062460961898813	20813	130	20813	0
PflaHELAf	OZ251426.1	10860001	10890000	0.0056753147653567	20968	119	20968	0
PflaKGBDf	OZ251426.1	10860001	10890000	0.0052937809996184	20968	111	20968	0
PflaHELEm	OZ251426.1	10860001	10890000	0.0065337657382678	20968	137	20968	0
PflaKGBHm	OZ251426.1	10860001	10890000	0.004721480351011	20968	99	20968	0
PflaHELAf	OZ251426.1	10890001	10920000	0.004174803043566	14851	62	14851	0
PflaKGBDf	OZ251426.1	10890001	10920000	0.0059255269005454	14851	88	14851	0
PflaHELEm	OZ251426.1	10890001	10920000	0.0077435862904854	14851	115	14851	0
PflaKGBHm	OZ251426.1	10890001	10920000	0.0065315466971921	14851	97	14851	0
PflaHELEm	OZ251426.1	10920001	10950000	0.0065509915014164	16944	111	16944	0
PflaKGBHm	OZ251426.1	10920001	10950000	0.0007082152974504	16944	12	16944	0
PflaKGBDf	OZ251426.1	10920001	10950000	0.0027148253068932	16944	46	16944	0
PflaHELAf	OZ251426.1	10920001	10950000	0.0028328611898017	16944	48	16944	0
PflaKGBHm	OZ251426.1	10950001	10980000	0.0041377767837172	17884	74	17884	0
PflaHELEm	OZ251426.1	10950001	10980000	0.0050883471259226	17884	91	17884	0
PflaKGBDf	OZ251426.1	10950001	10980000	0.0026839633191679	17884	48	17884	0
PflaHELAf	OZ251426.1	10950001	10980000	0.0037463654663386	17884	67	17884	0
PflaHELEm	OZ251426.1	10980001	11010000	0.0021968825190919	19118	42	19118	0
PflaKGBDf	OZ251426.1	10980001	11010000	0.0009938278062558	19118	19	19118	0
PflaHELAf	OZ251426.1	10980001	11010000	0.0009938278062558	19118	19	19118	0
PflaKGBHm	OZ251426.1	10980001	11010000	0.0038731288600439	19106	74	19106	12
PflaHELEm	OZ251426.1	11010001	11040000	0.0034331661923476	22137	76	22137	0
PflaKGBHm	OZ251426.1	11010001	11040000	0.0032524732348556	22137	72	22137	0
PflaHELAf	OZ251426.1	11010001	11040000	0.0035235126710936	22137	78	22137	0
PflaKGBDf	OZ251426.1	11010001	11040000	0.0013100239418168	22137	29	22137	0
PflaHELAf	OZ251426.1	11040001	11070000	0.0053829818756481	20249	109	20249	0
PflaKGBDf	OZ251426.1	11040001	11070000	0.0033088053731048	20249	67	20249	0
PflaHELEm	OZ251426.1	11040001	11070000	0.0077040841523038	20249	156	20249	0
PflaKGBHm	OZ251426.1	11040001	11070000	0.0038026569213294	20249	77	20249	0
PflaKGBHm	OZ251426.1	11070001	11100000	0.0019926780666388	21579	43	21579	0
PflaHELEm	OZ251426.1	11070001	11100000	0.008295101719264	21579	179	21579	0
PflaHELAf	OZ251426.1	11070001	11100000	0.0069512025580425	21579	150	21579	0
PflaKGBDf	OZ251426.1	11070001	11100000	0.0034756012790212	21579	75	21579	0
PflaKGBDf	OZ251426.1	11100001	11130000	0.0030475135060257	14438	44	14438	0
PflaKGBHm	OZ251426.1	11100001	11130000	0.0022856351295193	14438	33	14438	0
PflaHELEm	OZ251426.1	11100001	11130000	0.005471671976728	14438	79	14438	0
PflaHELAf	OZ251426.1	11100001	11130000	0.0055409336473195	14438	80	14438	0
PflaKGBHm	OZ251426.1	11130001	11160000	0.0042994810971089	20235	87	20235	0
PflaKGBDf	OZ251426.1	11130001	11160000	0.0044477390659747	20235	90	20235	0
PflaHELAf	OZ251426.1	11130001	11160000	0.0078082530269335	20235	158	20235	0
PflaHELEm	OZ251426.1	11130001	11160000	0.0073140597973807	20235	148	20235	0
PflaKGBDf	OZ251426.1	11160001	11190000	0.0038321903993545	19832	76	19832	0
PflaKGBHm	OZ251426.1	11160001	11190000	0.004336425978217	19832	86	19832	0
PflaHELEm	OZ251426.1	11160001	11190000	0.0080677692617991	19832	160	19832	0
PflaHELAf	OZ251426.1	11160001	11190000	0.0072105687777329	19832	143	19832	0
PflaKGBHm	OZ251426.1	11190001	11220000	0.0074836719883889	22048	165	22048	0
PflaHELEm	OZ251426.1	11190001	11220000	0.0092978955007256	22048	205	22048	0
PflaKGBDf	OZ251426.1	11190001	11220000	0.0055333817126269	22048	122	22048	0
PflaHELAf	OZ251426.1	11190001	11220000	0.0065765602322206	22048	145	22048	0
PflaKGBHm	OZ251426.1	11220001	11250000	0.0037122746118985	20742	77	20742	0
PflaHELEm	OZ251426.1	11220001	11250000	0.0059782084659145	20742	124	20742	0
PflaKGBDf	OZ251426.1	11220001	11250000	0.0060264198245106	20742	125	20742	0
PflaHELAf	OZ251426.1	11220001	11250000	0.0043390222736476	20742	90	20742	0
PflaHELAf	OZ251426.1	11250001	11280000	0.0002067311667907	24186	5	24186	0
PflaKGBDf	OZ251426.1	11250001	11280000	0.0001240387000744	24186	3	24186	0
PflaHELEm	OZ251426.1	11250001	11280000	0.0004134623335814	24186	10	24186	0
PflaKGBHm	OZ251426.1	11250001	11280000	0.0002894236335069	24186	7	24186	0
PflaHELAf	OZ251426.1	11280001	11310000	0.0003838935335267	23444	9	23444	0
PflaKGBDf	OZ251426.1	11280001	11310000	0.0023033612011602	23444	54	23444	0
PflaHELEm	OZ251426.1	11280001	11310000	0.0006398225558778	23444	15	23444	0
PflaKGBHm	OZ251426.1	11280001	11310000	0.0005545128817607	23444	13	23444	0
PflaHELAf	OZ251426.1	11310001	11340000	0.0014094753114485	21994	31	21994	0
PflaKGBDf	OZ251426.1	11310001	11340000	0.0060016368100391	21994	132	21994	0
PflaHELEm	OZ251426.1	11310001	11340000	0.0016822769846321	21994	37	21994	0
PflaKGBHm	OZ251426.1	11310001	11340000	0.0026825497863053	21994	59	21994	0
PflaHELAf	OZ251426.1	11340001	11370000	0.00442408785718	19213	85	19213	0
PflaKGBDf	OZ251426.1	11340001	11370000	0.0067662520168635	19213	130	19213	0
PflaHELEm	OZ251426.1	11340001	11370000	0.003539270285744	19213	68	19213	0
PflaKGBHm	OZ251426.1	11340001	11370000	0.0057773382605527	19213	111	19213	0
PflaHELAf	OZ251426.1	11370001	11400000	0.0068100358422939	22320	152	22320	0
PflaKGBHm	OZ251426.1	11370001	11400000	0.0052867383512544	22320	118	22320	0
PflaHELEm	OZ251426.1	11370001	11400000	0.0076164874551971	22320	170	22320	0
PflaKGBDf	OZ251426.1	11370001	11400000	0.0047043010752688	22320	105	22320	0
PflaHELEm	OZ251426.1	11400001	11430000	0.0055951392228001	22877	128	22877	0
PflaKGBHm	OZ251426.1	11400001	11430000	0.0036718101149626	22877	84	22877	0
PflaKGBDf	OZ251426.1	11400001	11430000	0.0037155221401407	22877	85	22877	0
PflaHELAf	OZ251426.1	11400001	11430000	0.0033658259387157	22877	77	22877	0
PflaKGBHm	OZ251426.1	11430001	11460000	0.0014658963525049	23194	34	23194	0
PflaHELEm	OZ251426.1	11430001	11460000	0.005992929205829	23194	139	23194	0
PflaKGBDf	OZ251426.1	11430001	11460000	0.0038371992756747	23194	89	23194	0
PflaHELAf	OZ251426.1	11430001	11460000	0.0036647408812623	23194	85	23194	0
PflaHELEm	OZ251426.1	11460001	11490000	0.0061058642653195	22765	139	22765	0
PflaKGBDf	OZ251426.1	11460001	11490000	0.0040852185372282	22765	93	22765	0
PflaHELAf	OZ251426.1	11460001	11490000	0.0034299283232927	22741	78	22741	24
PflaKGBHm	OZ251426.1	11460001	11490000	0.0039973643751372	22765	91	22765	0
PflaKGBHm	OZ251426.1	11490001	11520000	0.0045246841680852	22322	101	22322	0
PflaHELEm	OZ251426.1	11490001	11520000	0.0068542245318519	22322	153	22322	0
PflaKGBDf	OZ251426.1	11490001	11520000	0.0039422990771436	22322	88	22322	0
PflaHELAf	OZ251426.1	11490001	11520000	0.0050179211469534	22320	112	22320	2
PflaHELEm	OZ251426.1	11520001	11550000	0.0060298621745788	20896	126	20896	0
PflaKGBDf	OZ251426.1	11520001	11550000	0.006125574272588	20896	128	20896	0
PflaHELAf	OZ251426.1	11520001	11550000	0.0040677641653905	20896	85	20896	0
PflaKGBHm	OZ251426.1	11520001	11550000	0.0049291730474732	20896	103	20896	0
PflaHELEm	OZ251426.1	11550001	11580000	0.0051878271341887	21589	112	21589	0
PflaHELAf	OZ251426.1	11550001	11580000	0.0046783083977951	21589	101	21589	0
PflaKGBDf	OZ251426.1	11550001	11580000	0.0057899856408356	21589	125	21589	0
PflaKGBHm	OZ251426.1	11550001	11580000	0.0049099078234285	21589	106	21589	0
PflaHELAf	OZ251426.1	11580001	11610000	0.0005534374615668	16262	9	16262	0
PflaKGBHm	OZ251426.1	11580001	11610000	0.0024597220514081	16262	40	16262	0
PflaHELEm	OZ251426.1	11580001	11610000	0.004735256134309	16261	77	16261	1
PflaKGBDf	OZ251426.1	11580001	11610000	0.0059648259746648	16262	97	16262	0
PflaKGBHm	OZ251426.1	11610001	11640000	0.0006867345770859	17474	12	17474	0
PflaHELEm	OZ251426.1	11610001	11640000	0.0051505093281446	17474	90	17474	0
PflaKGBDf	OZ251426.1	11610001	11640000	0.0038342680553965	17474	67	17474	0
PflaHELAf	OZ251426.1	11610001	11640000	0.0031475334783106	17474	55	17474	0
PflaKGBHm	OZ251426.1	11640001	11670000	0.0025458513015015	19247	49	19247	0
PflaHELEm	OZ251426.1	11640001	11670000	0.0047280095599314	19247	91	19247	0
PflaKGBDf	OZ251426.1	11640001	11670000	0.0037408427287369	19247	72	19247	0
PflaHELAf	OZ251426.1	11640001	11670000	0.0058190886891463	19247	112	19247	0
PflaKGBDf	OZ251426.1	11670001	11700000	0.0067801058571366	22861	155	22861	0
PflaKGBHm	OZ251426.1	11670001	11700000	0.0037181225668168	22861	85	22861	0
PflaHELEm	OZ251426.1	11670001	11700000	0.0091859498709592	22861	210	22861	0
PflaHELAf	OZ251426.1	11670001	11700000	0.006605135383404	22861	151	22861	0
PflaHELAf	OZ251426.1	11700001	11730000	0.00784716516023	24340	191	24340	0
PflaKGBDf	OZ251426.1	11700001	11730000	0.0043549712407559	24340	106	24340	0
PflaHELEm	OZ251426.1	11700001	11730000	0.0084634346754313	24340	206	24340	0
PflaKGBHm	OZ251426.1	11700001	11730000	0.0063270336894001	24340	154	24340	0
PflaHELAf	OZ251426.1	11730001	11760000	0.0003590341980073	22282	8	22282	0
PflaKGBDf	OZ251426.1	11730001	11760000	0.001077102594022	22282	24	22282	0
PflaHELEm	OZ251426.1	11730001	11760000	0.0001346378242527	22282	3	22282	0
PflaKGBHm	OZ251426.1	11730001	11760000	0.0034558592522777	22281	77	22281	1
PflaKGBHm	OZ251426.1	11760001	11790000	0.0043058400568538	23921	103	23921	0
PflaHELEm	OZ251426.1	11760001	11790000	0.0057689895907361	23921	138	23921	0
PflaHELAf	OZ251426.1	11760001	11790000	0.0041804272396638	23921	100	23921	0
PflaKGBDf	OZ251426.1	11760001	11790000	0.0026336691609882	23921	63	23921	0
PflaHELAf	OZ251426.1	11790001	11820000	0.0048496993987975	24950	121	24950	0
PflaKGBDf	OZ251426.1	11790001	11820000	0.0020841683366733	24950	52	24950	0
PflaHELEm	OZ251426.1	11790001	11820000	0.0050501002004008	24950	126	24950	0
PflaKGBHm	OZ251426.1	11790001	11820000	0.0034068136272545	24950	85	24950	0
PflaKGBHm	OZ251426.1	11820001	11850000	0.0060303931816354	24874	150	24874	0
PflaHELEm	OZ251426.1	11820001	11850000	0.0075580927876497	24874	188	24874	0
PflaKGBDf	OZ251426.1	11820001	11850000	0.0029347913483959	24874	73	24874	0
PflaHELAf	OZ251426.1	11820001	11850000	0.0034574254241376	24874	86	24874	0
PflaHELEm	OZ251426.1	11850001	11880000	0.0087885286573314	23781	209	23781	0
PflaKGBDf	OZ251426.1	11850001	11880000	0.003490181237122	23781	83	23781	0
PflaHELAf	OZ251426.1	11850001	11880000	0.0071485639796476	23781	170	23781	0
PflaKGBHm	OZ251426.1	11850001	11880000	0.0061814053235776	23781	147	23781	0
PflaHELEm	OZ251426.1	11880001	11910000	0.006631299734748	20358	135	20358	0
PflaKGBDf	OZ251426.1	11880001	11910000	0.0035858139306415	20358	73	20358	0
PflaKGBHm	OZ251426.1	11880001	11910000	0.0065330582571961	20358	133	20358	0
PflaHELAf	OZ251426.1	11880001	11910000	0.0058453679143334	20358	119	20358	0
PflaKGBHm	OZ251426.1	11910001	11940000	0.0045710124994943	24721	113	24721	0
PflaHELEm	OZ251426.1	11910001	11940000	0.0061118756577349	24706	151	24706	15
PflaKGBDf	OZ251426.1	11910001	11940000	0.0040451438048622	24721	100	24721	0
PflaHELAf	OZ251426.1	11910001	11940000	0.0049350754419319	24721	122	24721	0
PflaKGBDf	OZ251426.1	11940001	11970000	0.0037125841132338	25858	96	25858	0
PflaHELAf	OZ251426.1	11940001	11970000	0.0044086936344651	25858	114	25858	0
PflaHELEm	OZ251426.1	11940001	11970000	0.0067677314564158	25858	175	25858	0
PflaKGBHm	OZ251426.1	11940001	11970000	0.0052594941604145	25858	136	25858	0
PflaHELEm	OZ251426.1	11970001	12000000	0.0083616649820821	21766	182	21766	0
PflaKGBDf	OZ251426.1	11970001	12000000	0.0076725167692731	21766	167	21766	0
PflaHELAf	OZ251426.1	11970001	12000000	0.0081319489111458	21766	177	21766	0
PflaKGBHm	OZ251426.1	11970001	12000000	0.0082238353395203	21766	179	21766	0
PflaKGBHm	OZ251426.1	12000001	12030000	0.0043005090398455	22788	98	22788	0
PflaHELEm	OZ251426.1	12000001	12030000	0.0073284184658592	22788	167	22788	0
PflaKGBDf	OZ251426.1	12000001	12030000	0.0068018255222046	22788	155	22788	0
PflaHELAf	OZ251426.1	12000001	12030000	0.0065824117956819	22788	150	22788	0
PflaKGBHm	OZ251426.1	12030001	12060000	0.0052152727549583	26269	137	26269	0
PflaHELEm	OZ251426.1	12030001	12060000	0.0054817465453576	26269	144	26269	0
PflaKGBDf	OZ251426.1	12030001	12060000	0.0071947923407819	26269	189	26269	0
PflaHELAf	OZ251426.1	12030001	12060000	0.0043777836994175	26269	115	26269	0
PflaHELAf	OZ251426.1	12060001	12090000	0.0022133343688114	25753	57	25753	0
PflaKGBHm	OZ251426.1	12060001	12090000	0.0047761425853298	25753	123	25753	0
PflaHELEm	OZ251426.1	12060001	12090000	0.0036888906146856	25753	95	25753	0
PflaKGBDf	OZ251426.1	12060001	12090000	0.0035335689045936	25753	91	25753	0
PflaHELEm	OZ251426.1	12090001	12120000	0.0102406820190258	19237	197	19237	0
PflaKGBHm	OZ251426.1	12090001	12120000	0.0046265010136715	19237	89	19237	0
PflaHELAf	OZ251426.1	12090001	12120000	0.0087331704527733	19237	168	19237	0
PflaKGBDf	OZ251426.1	12090001	12120000	0.0068097936268648	19237	131	19237	0
PflaHELAf	OZ251426.1	12120001	12150000	0.0066546582607825	19986	133	19986	0
PflaKGBDf	OZ251426.1	12120001	12150000	0.0061034047919293	19825	121	19825	161
PflaHELEm	OZ251426.1	12120001	12150000	0.0091063744621234	19986	182	19986	0
PflaKGBHm	OZ251426.1	12120001	12150000	0.0076553587511257	19986	153	19986	0
PflaKGBDf	OZ251426.1	12150001	12180000	0.0068806187534528	19911	137	19911	0
PflaHELEm	OZ251426.1	12150001	12180000	0.0066295012806991	19911	132	19911	0
PflaKGBHm	OZ251426.1	12150001	12180000	0.002927075447893	19815	58	19815	96
PflaHELAf	OZ251426.1	12150001	12180000	0.0048716789714228	19911	97	19911	0
PflaKGBHm	OZ251426.1	12180001	12210000	0.0057515337423312	13040	75	13040	0
PflaHELEm	OZ251426.1	12180001	12210000	0.0129601226993865	13040	169	13040	0
PflaKGBDf	OZ251426.1	12180001	12210000	0.0075920245398773	13040	99	13040	0
PflaHELAf	OZ251426.1	12180001	12210000	0.0014570552147239	13040	19	13040	0
PflaKGBDf	OZ251426.1	12210001	12240000	0.0071576568091919	10618	76	10618	0
PflaKGBHm	OZ251426.1	12210001	12240000	0.004897344132605	10618	52	10618	0
PflaHELEm	OZ251426.1	12210001	12240000	0.0066867583349029	10618	71	10618	0
PflaHELAf	OZ251426.1	12210001	12240000	0.0016010548125824	10618	17	10618	0
PflaKGBHm	OZ251426.1	12240001	12270000	0.0031031369893929	17724	55	17724	0
PflaHELEm	OZ251426.1	12240001	12270000	0.0078424734822839	17724	139	17724	0
PflaKGBDf	OZ251426.1	12240001	12270000	0.0056420672534416	17724	100	17724	0
PflaHELAf	OZ251426.1	12240001	12270000	0.006375535996389	17724	113	17724	0
PflaHELEm	OZ251426.1	12270001	12300000	0.0088746324512162	18705	166	18705	0
PflaHELAf	OZ251426.1	12270001	12300000	0.0032611601176156	18705	61	18705	0
PflaKGBDf	OZ251426.1	12270001	12300000	0.0065757818765036	18705	123	18705	0
PflaKGBHm	OZ251426.1	12270001	12300000	0.0053461641272387	18705	100	18705	0
PflaHELAf	OZ251426.1	12300001	12330000	0.0018955454681498	20047	38	20047	0
PflaKGBDf	OZ251426.1	12300001	12330000	0.0039906220382102	20047	80	20047	0
PflaHELEm	OZ251426.1	12300001	12330000	0.0077817129745099	20047	156	20047	0
PflaKGBHm	OZ251426.1	12300001	12330000	0.0048139604854076	19942	96	19942	105
PflaKGBHm	OZ251426.1	12330001	12360000	0.0042178900262332	19441	82	19441	0
PflaHELEm	OZ251426.1	12330001	12360000	0.0106990381153232	19441	208	19441	0
PflaKGBDf	OZ251426.1	12330001	12360000	0.0067703757300118	19349	131	19349	92
PflaHELAf	OZ251426.1	12330001	12360000	0.0080757162697392	19441	157	19441	0
PflaHELAf	OZ251426.1	12360001	12390000	0.0071046979126507	18157	129	18157	0
PflaKGBDf	OZ251426.1	12360001	12390000	0.0029740595913421	18157	54	18157	0
PflaHELEm	OZ251426.1	12360001	12390000	0.0091975546621137	18157	167	18157	0
PflaKGBHm	OZ251426.1	12360001	12390000	0.0042407886765434	18157	77	18157	0
PflaHELAf	OZ251426.1	12390001	12420000	0.0076489308246329	17911	137	17911	0
PflaKGBDf	OZ251426.1	12390001	12420000	0.0009491374015967	17911	17	17911	0
PflaHELEm	OZ251426.1	12390001	12420000	0.0089888895092401	17911	161	17911	0
PflaKGBHm	OZ251426.1	12390001	12420000	0.002289096086204	17911	41	17911	0
PflaKGBDf	OZ251426.1	12420001	12450000	0.0039165191265625	18639	73	18639	0
PflaHELEm	OZ251426.1	12420001	12450000	0.0078866892000643	18639	147	18639	0
PflaKGBHm	OZ251426.1	12420001	12450000	0.0028971511347175	18639	54	18639	0
PflaHELAf	OZ251426.1	12420001	12450000	0.0025752454530822	18639	48	18639	0
PflaKGBHm	OZ251426.1	12450001	12480000	0.0031033552217324	22234	69	22234	0
PflaHELEm	OZ251426.1	12450001	12480000	0.0061617342808311	22234	137	22234	0
PflaKGBDf	OZ251426.1	12450001	12480000	0.0019339749932535	22234	43	22234	0
PflaHELAf	OZ251426.1	12450001	12480000	0.0011708547239484	22206	26	22206	28
PflaKGBDf	OZ251426.1	12480001	12510000	0.0050598830192182	21542	109	21542	0
PflaKGBHm	OZ251426.1	12480001	12510000	0.0060347228669575	21542	130	21542	0
PflaHELAf	OZ251426.1	12480001	12510000	0.00524556679974	21542	113	21542	0
PflaHELEm	OZ251426.1	12480001	12510000	0.0071488255500882	21542	154	21542	0
PflaHELAf	OZ251426.1	12510001	12540000	0.0054022680596481	22398	121	22398	0
PflaKGBHm	OZ251426.1	12510001	12540000	0.0060719707116706	22398	136	22398	0
PflaHELEm	OZ251426.1	12510001	12540000	0.0073220823287793	22398	164	22398	0
PflaKGBDf	OZ251426.1	12510001	12540000	0.0008929368693633	22398	20	22398	0
PflaKGBHm	OZ251426.1	12540001	12570000	0.002228466233892	20642	46	20642	0
PflaHELEm	OZ251426.1	12540001	12570000	0.0073151826373413	20642	151	20642	0
PflaKGBDf	OZ251426.1	12540001	12570000	0.0055711655847301	20642	115	20642	0
PflaHELAf	OZ251426.1	12540001	12570000	0.0061040596841391	20642	126	20642	0
PflaHELEm	OZ251426.1	12570001	12600000	0.0067123225543108	22049	148	22049	0
PflaKGBDf	OZ251426.1	12570001	12600000	0.0063948478389042	22049	141	22049	0
PflaHELAf	OZ251426.1	12570001	12600000	0.0047621207310989	22049	105	22049	0
PflaKGBHm	OZ251426.1	12570001	12600000	0.0058052519388634	22049	128	22049	0
PflaHELEm	OZ251426.1	12600001	12630000	0.0064297506299417	23018	148	23018	0
PflaKGBHm	OZ251426.1	12600001	12630000	0.0053870883656269	23018	124	23018	0
PflaHELAf	OZ251426.1	12600001	12630000	0.0053870883656269	23018	124	23018	0
PflaKGBDf	OZ251426.1	12600001	12630000	0.0043878703623251	23018	101	23018	0
PflaHELAf	OZ251426.1	12630001	12660000	0.0056022408963585	18564	104	18564	0
PflaKGBHm	OZ251426.1	12630001	12660000	0.0050096961861667	18564	93	18564	0
PflaHELEm	OZ251426.1	12630001	12660000	0.0056022408963585	18564	104	18564	0
PflaKGBDf	OZ251426.1	12630001	12660000	0.0057638439991381	18564	107	18564	0
